ts,Python parent id,ph,Ev Idx,dur,tid,Python module id,pid,Python id,cat,name
6083647119007.68,262,X,629,0.549,383547,,383547,266,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647119008.696,262,X,630,30.702,383547,,383547,267,python_function,<built-in method add_ of Tensor object at 0x7f408c6d2390>
6083647119042.314,262,X,631,0.853,383547,,383547,268,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647119044.203,262,X,632,0.572,383547,,383547,269,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647119045.845,262,X,633,0.396,383547,,383547,270,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647119047.189,262,X,634,0.342,383547,,383547,271,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647119048.201,262,X,635,125.5,383547,,383547,272,python_function,torch/nn/functional.py(2781): batch_norm
6083647119048.591,272,X,636,0.432,383547,,383547,273,python_function,<built-in function _has_torch_function_variadic>
6083647119049.587,272,X,637,1.165,383547,,383547,274,python_function,<built-in method size of Tensor object at 0x7f41663e0fe0>
6083647119051.133,272,X,638,3.49,383547,,383547,275,python_function,torch/nn/functional.py(2762): _verify_batch_size
6083647119051.872,275,X,639,0.227,383547,,383547,276,python_function,<built-in function len>
6083647119057.378,272,X,640,0.847,383547,,383547,277,python_function,torch/backends/__init__.py(38): __get__
6083647119057.774,277,X,641,0.362,383547,,383547,278,python_function,<built-in function _get_cudnn_enabled>
6083647119058.65,272,X,642,114.832,383547,,383547,279,python_function,<built-in method batch_norm of type object at 0x7f41e7e5f1c0>
6083647119180.416,247,X,643,93.861,383547,3,383547,280,python_function,nn.Module: ReLU6_3
6083647119181.785,280,X,644,92.033,383547,,383547,281,python_function,torch/nn/modules/module.py(1740): _call_impl
6083647119182.357,281,X,645,1.261,383547,,383547,282,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>
6083647119185.151,281,X,646,88.395,383547,,383547,283,python_function,torch/nn/modules/activation.py(268): forward
6083647119186.185,283,X,647,87.09,383547,,383547,284,python_function,torch/nn/functional.py(1745): hardtanh
6083647119186.418,284,X,648,0.291,383547,,383547,285,python_function,<built-in function _has_torch_function_unary>
6083647119187.724,284,X,649,85.268,383547,,383547,286,python_function,<built-in function hardtanh_>
6083647119281.052,197,X,650,56.051,383547,1,383547,287,python_function,nn.Module: MaxPool2d_1
6083647119282.177,287,X,651,54.447,383547,,383547,288,python_function,torch/nn/modules/module.py(1740): _call_impl
6083647119282.652,288,X,652,1.016,383547,,383547,289,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>
6083647119285.21,288,X,653,51.233,383547,,383547,290,python_function,torch/nn/modules/pooling.py(212): forward
6083647119287.188,290,X,654,48.694,383547,,383547,291,python_function,torch/_jit_internal.py(614): fn
6083647119289.461,291,X,655,45.817,383547,,383547,292,python_function,torch/nn/functional.py(807): _max_pool2d
6083647119289.797,292,X,656,0.205,383547,,383547,293,python_function,<built-in function _has_torch_function_unary>
6083647119290.75,292,X,657,44.31,383547,,383547,294,python_function,<built-in method max_pool2d of type object at 0x7f41e7e5f1c0>
6083647119343.763,90,X,658,1.873,383547,,383547,295,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647119353.011,90,X,659,1498.454,383547,6,383547,296,python_function,nn.Module: Sequential_6
6083647119354.031,296,X,660,1496.915,383547,,383547,297,python_function,torch/nn/modules/module.py(1740): _call_impl
6083647119354.435,297,X,661,0.902,383547,,383547,298,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>
6083647119356.506,297,X,662,1494.179,383547,,383547,299,python_function,torch/nn/modules/container.py(248): forward
6083647119356.968,299,X,663,1.614,383547,,383547,300,python_function,torch/nn/modules/container.py(240): __iter__
6083647119357.594,300,X,664,0.278,383547,,383547,301,python_function,<built-in method values of collections.defaultdict object at 0x7f408de37ba0>
6083647119358.103,300,X,665,0.325,383547,,383547,302,python_function,<built-in function iter>
6083647119363.586,299,X,666,468.842,383547,7,383547,303,python_function,nn.Module: Sequential_7
6083647119364.387,303,X,667,467.537,383547,,383547,304,python_function,torch/nn/modules/module.py(1740): _call_impl
6083647119364.645,304,X,668,0.353,383547,,383547,305,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>
6083647119366.174,304,X,669,465.488,383547,,383547,306,python_function,torch/nn/modules/container.py(248): forward
6083647119366.455,306,X,670,0.922,383547,,383547,307,python_function,torch/nn/modules/container.py(240): __iter__
6083647119366.882,307,X,671,0.089,383547,,383547,308,python_function,<built-in method values of collections.defaultdict object at 0x7f408de37ba0>
6083647119367.183,307,X,672,0.128,383547,,383547,309,python_function,<built-in function iter>
6083647119376.278,306,X,673,155.061,383547,4,383547,310,python_function,nn.Module: Conv2d_4
6083647119377.025,310,X,674,153.8,383547,,383547,311,python_function,torch/nn/modules/module.py(1740): _call_impl
6083647119377.295,311,X,675,0.401,383547,,383547,312,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>
6083647119378.935,311,X,676,151.557,383547,,383547,313,python_function,torch/nn/modules/conv.py(553): forward
6083647119380.527,313,X,677,0.697,383547,,383547,314,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647119382.177,313,X,678,0.37,383547,,383547,315,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647119382.855,313,X,679,147.117,383547,,383547,316,python_function,torch/nn/modules/conv.py(536): _conv_forward
6083647119384.153,316,X,680,145.509,383547,,383547,317,python_function,<built-in method conv2d of type object at 0x7f41e7e5f1c0>
6083647119539.343,306,X,681,191.771,383547,4,383547,318,python_function,nn.Module: BatchNorm2d_4
6083647119540.671,318,X,682,189.863,383547,,383547,319,python_function,torch/nn/modules/module.py(1740): _call_impl
6083647119541.305,319,X,683,1.324,383547,,383547,320,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>
6083647119544.259,319,X,684,185.879,383547,,383547,321,python_function,torch/nn/modules/batchnorm.py(159): forward
6083647119544.764,321,X,685,1.186,383547,,383547,322,python_function,torch/nn/modules/batchnorm.py(450): _check_input_dim
6083647119545.166,322,X,686,0.4,383547,,383547,323,python_function,<built-in method dim of Tensor object at 0x7f41663e0fe0>
6083647119548.48,321,X,687,1.428,383547,,383547,324,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647119550.973,321,X,688,0.556,383547,,383547,325,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647119551.894,321,X,689,29.138,383547,,383547,326,python_function,<built-in method add_ of Tensor object at 0x7f408c6d2390>
6083647119583.782,321,X,690,0.852,383547,,383547,327,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647119585.753,321,X,691,0.588,383547,,383547,328,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647119587.415,321,X,692,0.314,383547,,383547,329,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647119588.7,321,X,693,0.328,383547,,383547,330,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647119589.716,321,X,694,140.144,383547,,383547,331,python_function,torch/nn/functional.py(2781): batch_norm
6083647119590.153,331,X,695,0.441,383547,,383547,332,python_function,<built-in function _has_torch_function_variadic>
6083647119591.038,331,X,696,1.153,383547,,383547,333,python_function,<built-in method size of Tensor object at 0x7f41663e0fe0>
6083647119592.563,331,X,697,3.509,383547,,383547,334,python_function,torch/nn/functional.py(2762): _verify_batch_size
6083647119593.268,334,X,698,0.209,383547,,383547,335,python_function,<built-in function len>
6083647119598.656,331,X,699,0.877,383547,,383547,336,python_function,torch/backends/__init__.py(38): __get__
6083647119599.092,336,X,700,0.391,383547,,383547,337,python_function,<built-in function _get_cudnn_enabled>
6083647119599.937,331,X,701,129.709,383547,,383547,338,python_function,<built-in method batch_norm of type object at 0x7f41e7e5f1c0>
6083647119736.318,306,X,702,94.571,383547,4,383547,339,python_function,nn.Module: ReLU6_4
6083647119737.638,339,X,703,92.792,383547,,383547,340,python_function,torch/nn/modules/module.py(1740): _call_impl
6083647119738.217,340,X,704,1.343,383547,,383547,341,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>
6083647119741.42,340,X,705,88.713,383547,,383547,342,python_function,torch/nn/modules/activation.py(268): forward
6083647119742.431,342,X,706,87.468,383547,,383547,343,python_function,torch/nn/functional.py(1745): hardtanh
6083647119742.736,343,X,707,0.338,383547,,383547,344,python_function,<built-in function _has_torch_function_unary>
6083647119744.163,343,X,708,85.458,383547,,383547,345,python_function,<built-in function hardtanh_>
6083647119836.157,299,X,709,468.351,383547,8,383547,346,python_function,nn.Module: Sequential_8
6083647119837.117,346,X,710,466.996,383547,,383547,347,python_function,torch/nn/modules/module.py(1740): _call_impl
6083647119837.561,347,X,711,0.907,383547,,383547,348,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>
6083647119840.16,347,X,712,463.741,383547,,383547,349,python_function,torch/nn/modules/container.py(248): forward
6083647119840.582,349,X,713,1.557,383547,,383547,350,python_function,torch/nn/modules/container.py(240): __iter__
6083647119841.204,350,X,714,0.279,383547,,383547,351,python_function,<built-in method values of collections.defaultdict object at 0x7f408de37ba0>
6083647119841.72,350,X,715,0.259,383547,,383547,352,python_function,<built-in function iter>
6083647119848.211,349,X,716,161.599,383547,5,383547,353,python_function,nn.Module: Conv2d_5
6083647119849.178,353,X,717,160.09,383547,,383547,354,python_function,torch/nn/modules/module.py(1740): _call_impl
6083647119849.445,354,X,718,0.397,383547,,383547,355,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>
6083647119850.954,354,X,719,157.983,383547,,383547,356,python_function,torch/nn/modules/conv.py(553): forward
6083647119853.628,356,X,720,0.992,383547,,383547,357,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647119855.466,356,X,721,0.401,383547,,383547,358,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647119856.162,356,X,722,152.303,383547,,383547,359,python_function,torch/nn/modules/conv.py(536): _conv_forward
6083647119857.489,359,X,723,150.628,383547,,383547,360,python_function,<built-in method conv2d of type object at 0x7f41e7e5f1c0>
6083647120021.42,349,X,724,183.703,383547,5,383547,361,python_function,nn.Module: BatchNorm2d_5
6083647120022.828,361,X,725,181.749,383547,,383547,362,python_function,torch/nn/modules/module.py(1740): _call_impl
6083647120023.456,362,X,726,1.391,383547,,383547,363,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>
6083647120026.492,362,X,727,177.686,383547,,383547,364,python_function,torch/nn/modules/batchnorm.py(159): forward
6083647120027.037,364,X,728,1.143,383547,,383547,365,python_function,torch/nn/modules/batchnorm.py(450): _check_input_dim
6083647120027.37,365,X,729,0.459,383547,,383547,366,python_function,<built-in method dim of Tensor object at 0x7f41663e0fe0>
6083647120030.695,364,X,730,1.509,383547,,383547,367,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647120033.289,364,X,731,0.543,383547,,383547,368,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647120034.228,364,X,732,29.204,383547,,383547,369,python_function,<built-in method add_ of Tensor object at 0x7f408c6d2390>
6083647120066.079,364,X,733,0.906,383547,,383547,370,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647120068.059,364,X,734,0.646,383547,,383547,371,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647120069.847,364,X,735,0.335,383547,,383547,372,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647120071.094,364,X,736,0.358,383547,,383547,373,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647120072.148,364,X,737,131.682,383547,,383547,374,python_function,torch/nn/functional.py(2781): batch_norm
6083647120072.552,374,X,738,0.401,383547,,383547,375,python_function,<built-in function _has_torch_function_variadic>
6083647120073.445,374,X,739,1.191,383547,,383547,376,python_function,<built-in method size of Tensor object at 0x7f41663e0fe0>
6083647120074.985,374,X,740,3.628,383547,,383547,377,python_function,torch/nn/functional.py(2762): _verify_batch_size
6083647120075.762,377,X,741,0.243,383547,,383547,378,python_function,<built-in function len>
6083647120081.25,374,X,742,0.842,383547,,383547,379,python_function,torch/backends/__init__.py(38): __get__
6083647120081.619,379,X,743,0.408,383547,,383547,380,python_function,<built-in function _get_cudnn_enabled>
6083647120082.474,374,X,744,121.132,383547,,383547,381,python_function,<built-in method batch_norm of type object at 0x7f41e7e5f1c0>
6083647120210.32,349,X,745,92.672,383547,5,383547,382,python_function,nn.Module: ReLU6_5
6083647120211.57,382,X,746,90.938,383547,,383547,383,python_function,torch/nn/modules/module.py(1740): _call_impl
6083647120212.109,383,X,747,1.358,383547,,383547,384,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>
6083647120215.008,383,X,748,87.214,383547,,383547,385,python_function,torch/nn/modules/activation.py(268): forward
6083647120215.971,385,X,749,86.022,383547,,383547,386,python_function,torch/nn/functional.py(1745): hardtanh
6083647120216.276,386,X,750,0.326,383547,,383547,387,python_function,<built-in function _has_torch_function_unary>
6083647120217.609,386,X,751,84.105,383547,,383547,388,python_function,<built-in function hardtanh_>
6083647120308.744,299,X,752,478.141,383547,9,383547,389,python_function,nn.Module: Sequential_9
6083647120309.785,389,X,753,476.667,383547,,383547,390,python_function,torch/nn/modules/module.py(1740): _call_impl
6083647120310.258,390,X,754,1.028,383547,,383547,391,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>
6083647120312.601,390,X,755,473.656,383547,,383547,392,python_function,torch/nn/modules/container.py(248): forward
6083647120313.027,392,X,756,1.545,383547,,383547,393,python_function,torch/nn/modules/container.py(240): __iter__
6083647120313.57,393,X,757,0.299,383547,,383547,394,python_function,<built-in method values of collections.defaultdict object at 0x7f408de37ba0>
6083647120314.075,393,X,758,0.315,383547,,383547,395,python_function,<built-in function iter>
6083647120326.025,392,X,759,161.827,383547,6,383547,396,python_function,nn.Module: Conv2d_6
6083647120327.027,396,X,760,160.353,383547,,383547,397,python_function,torch/nn/modules/module.py(1740): _call_impl
6083647120327.32,397,X,761,0.402,383547,,383547,398,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>
6083647120328.831,397,X,762,158.186,383547,,383547,399,python_function,torch/nn/modules/conv.py(553): forward
6083647120331.262,399,X,763,0.935,383547,,383547,400,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647120333.117,399,X,764,0.344,383547,,383547,401,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647120333.764,399,X,765,152.862,383547,,383547,402,python_function,torch/nn/modules/conv.py(536): _conv_forward
6083647120335.049,402,X,766,151.233,383547,,383547,403,python_function,<built-in method conv2d of type object at 0x7f41e7e5f1c0>
6083647120507.633,392,X,767,180.192,383547,6,383547,404,python_function,nn.Module: BatchNorm2d_6
6083647120509.284,404,X,768,178.003,383547,,383547,405,python_function,torch/nn/modules/module.py(1740): _call_impl
6083647120510.07,405,X,769,1.58,383547,,383547,406,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>
6083647120513.629,405,X,770,173.229,383547,,383547,407,python_function,torch/nn/modules/batchnorm.py(159): forward
6083647120514.175,407,X,771,1.267,383547,,383547,408,python_function,torch/nn/modules/batchnorm.py(450): _check_input_dim
6083647120514.561,408,X,772,0.473,383547,,383547,409,python_function,<built-in method dim of Tensor object at 0x7f41663e0fe0>
6083647120518.108,407,X,773,1.282,383547,,383547,410,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647120520.353,407,X,774,0.571,383547,,383547,411,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647120521.309,407,X,775,29.67,383547,,383547,412,python_function,<built-in method add_ of Tensor object at 0x7f408c6d2390>
6083647120553.698,407,X,776,0.945,383547,,383547,413,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647120555.763,407,X,777,0.564,383547,,383547,414,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647120557.348,407,X,778,0.326,383547,,383547,415,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647120558.557,407,X,779,0.308,383547,,383547,416,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647120559.514,407,X,780,127.017,383547,,383547,417,python_function,torch/nn/functional.py(2781): batch_norm
6083647120559.924,417,X,781,0.383,383547,,383547,418,python_function,<built-in function _has_torch_function_variadic>
6083647120560.717,417,X,782,1.168,383547,,383547,419,python_function,<built-in method size of Tensor object at 0x7f41663e0fe0>
6083647120562.239,417,X,783,3.442,383547,,383547,420,python_function,torch/nn/functional.py(2762): _verify_batch_size
6083647120562.869,420,X,784,0.266,383547,,383547,421,python_function,<built-in function len>
6083647120568.151,417,X,785,0.812,383547,,383547,422,python_function,torch/backends/__init__.py(38): __get__
6083647120568.516,422,X,786,0.373,383547,,383547,423,python_function,<built-in function _get_cudnn_enabled>
6083647120569.366,417,X,787,116.982,383547,,383547,424,python_function,<built-in method batch_norm of type object at 0x7f41e7e5f1c0>
6083647120692.741,392,X,788,92.704,383547,6,383547,425,python_function,nn.Module: ReLU6_6
6083647120694.106,425,X,789,90.919,383547,,383547,426,python_function,torch/nn/modules/module.py(1740): _call_impl
6083647120694.594,426,X,790,1.294,383547,,383547,427,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>
6083647120697.359,426,X,791,87.406,383547,,383547,428,python_function,torch/nn/modules/activation.py(268): forward
6083647120698.37,428,X,792,86.148,383547,,383547,429,python_function,torch/nn/functional.py(1745): hardtanh
6083647120698.675,429,X,793,0.315,383547,,383547,430,python_function,<built-in function _has_torch_function_unary>
6083647120699.967,429,X,794,84.265,383547,,383547,431,python_function,<built-in function hardtanh_>
6083647120791.64,299,X,795,58.157,383547,2,383547,432,python_function,nn.Module: MaxPool2d_2
6083647120792.681,432,X,796,56.727,383547,,383547,433,python_function,torch/nn/modules/module.py(1740): _call_impl
6083647120793.216,433,X,797,1.051,383547,,383547,434,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>
6083647120795.848,433,X,798,53.365,383547,,383547,435,python_function,torch/nn/modules/pooling.py(212): forward
6083647120797.635,435,X,799,51.069,383547,,383547,436,python_function,torch/_jit_internal.py(614): fn
6083647120799.318,436,X,800,48.761,383547,,383547,437,python_function,torch/nn/functional.py(807): _max_pool2d
6083647120799.904,437,X,801,0.154,383547,,383547,438,python_function,<built-in function _has_torch_function_unary>
6083647120800.659,437,X,802,47.259,383547,,383547,439,python_function,<built-in method max_pool2d of type object at 0x7f41e7e5f1c0>
6083647120857.957,90,X,803,1.859,383547,,383547,440,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647120862.988,90,X,804,1500.011,383547,10,383547,441,python_function,nn.Module: Sequential_10
6083647120864.173,441,X,805,1498.113,383547,,383547,442,python_function,torch/nn/modules/module.py(1740): _call_impl
6083647120864.522,442,X,806,0.97,383547,,383547,443,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>
6083647120867.081,442,X,807,1495.014,383547,,383547,444,python_function,torch/nn/modules/container.py(248): forward
6083647120867.539,444,X,808,1.637,383547,,383547,445,python_function,torch/nn/modules/container.py(240): __iter__
6083647120868.204,445,X,809,0.221,383547,,383547,446,python_function,<built-in method values of collections.defaultdict object at 0x7f408de37ba0>
6083647120868.677,445,X,810,0.341,383547,,383547,447,python_function,<built-in function iter>
6083647120870.96,444,X,811,478.1,383547,11,383547,448,python_function,nn.Module: Sequential_11
6083647120871.654,448,X,812,476.924,383547,,383547,449,python_function,torch/nn/modules/module.py(1740): _call_impl
6083647120871.937,449,X,813,0.322,383547,,383547,450,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>
6083647120873.531,449,X,814,474.844,383547,,383547,451,python_function,torch/nn/modules/container.py(248): forward
6083647120873.801,451,X,815,0.689,383547,,383547,452,python_function,torch/nn/modules/container.py(240): __iter__
6083647120874.132,452,X,816,0.056,383547,,383547,453,python_function,<built-in method values of collections.defaultdict object at 0x7f408de37ba0>
6083647120874.309,452,X,817,0.074,383547,,383547,454,python_function,<built-in function iter>
6083647120888.371,451,X,818,160.561,383547,7,383547,455,python_function,nn.Module: Conv2d_7
6083647120889.215,455,X,819,159.203,383547,,383547,456,python_function,torch/nn/modules/module.py(1740): _call_impl
6083647120889.51,456,X,820,0.391,383547,,383547,457,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>
6083647120891.394,456,X,821,156.711,383547,,383547,458,python_function,torch/nn/modules/conv.py(553): forward
6083647120892.759,458,X,822,0.577,383547,,383547,459,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647120894.149,458,X,823,0.369,383547,,383547,460,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647120894.832,458,X,824,152.898,383547,,383547,461,python_function,torch/nn/modules/conv.py(536): _conv_forward
6083647120896.172,461,X,825,151.245,383547,,383547,462,python_function,<built-in method conv2d of type object at 0x7f41e7e5f1c0>
6083647121058.98,451,X,826,179.712,383547,7,383547,463,python_function,nn.Module: BatchNorm2d_7
6083647121060.479,463,X,827,177.681,383547,,383547,464,python_function,torch/nn/modules/module.py(1740): _call_impl
6083647121061.145,464,X,828,1.335,383547,,383547,465,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>
6083647121064.152,464,X,829,173.668,383547,,383547,466,python_function,torch/nn/modules/batchnorm.py(159): forward
6083647121064.7,466,X,830,1.152,383547,,383547,467,python_function,torch/nn/modules/batchnorm.py(450): _check_input_dim
6083647121064.988,467,X,831,0.476,383547,,383547,468,python_function,<built-in method dim of Tensor object at 0x7f41663e0fe0>
6083647121068.379,466,X,832,1.496,383547,,383547,469,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647121070.854,466,X,833,0.579,383547,,383547,470,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647121071.812,466,X,834,29.303,383547,,383547,471,python_function,<built-in method add_ of Tensor object at 0x7f408c6d2390>
6083647121103.686,466,X,835,0.852,383547,,383547,472,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647121105.663,466,X,836,0.853,383547,,383547,473,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647121107.56,466,X,837,0.322,383547,,383547,474,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647121108.73,466,X,838,0.322,383547,,383547,475,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647121109.801,466,X,839,127.699,383547,,383547,476,python_function,torch/nn/functional.py(2781): batch_norm
6083647121110.128,476,X,840,0.384,383547,,383547,477,python_function,<built-in function _has_torch_function_variadic>
6083647121110.912,476,X,841,1.419,383547,,383547,478,python_function,<built-in method size of Tensor object at 0x7f41663e0fe0>
6083647121112.69,476,X,842,3.583,383547,,383547,479,python_function,torch/nn/functional.py(2762): _verify_batch_size
6083647121113.452,479,X,843,0.267,383547,,383547,480,python_function,<built-in function len>
6083647121119.225,476,X,844,0.841,383547,,383547,481,python_function,torch/backends/__init__.py(38): __get__
6083647121119.584,481,X,845,0.391,383547,,383547,482,python_function,<built-in function _get_cudnn_enabled>
6083647121120.425,476,X,846,116.845,383547,,383547,483,python_function,<built-in method batch_norm of type object at 0x7f41e7e5f1c0>
6083647121249.309,451,X,847,98.213,383547,7,383547,484,python_function,nn.Module: ReLU6_7
6083647121250.762,484,X,848,96.291,383547,,383547,485,python_function,torch/nn/modules/module.py(1740): _call_impl
6083647121251.382,485,X,849,1.39,383547,,383547,486,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>
6083647121254.233,485,X,850,92.55,383547,,383547,487,python_function,torch/nn/modules/activation.py(268): forward
6083647121255.181,487,X,851,91.371,383547,,383547,488,python_function,torch/nn/functional.py(1745): hardtanh
6083647121255.45,488,X,852,0.289,383547,,383547,489,python_function,<built-in function _has_torch_function_unary>
6083647121256.856,488,X,853,89.403,383547,,383547,490,python_function,<built-in function hardtanh_>
6083647121352.637,444,X,854,467.788,383547,12,383547,491,python_function,nn.Module: Sequential_12
6083647121353.752,491,X,855,466.196,383547,,383547,492,python_function,torch/nn/modules/module.py(1740): _call_impl
6083647121354.176,492,X,856,1.034,383547,,383547,493,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>
6083647121356.71,492,X,857,462.981,383547,,383547,494,python_function,torch/nn/modules/container.py(248): forward
6083647121357.082,494,X,858,1.771,383547,,383547,495,python_function,torch/nn/modules/container.py(240): __iter__
6083647121357.847,495,X,859,0.352,383547,,383547,496,python_function,<built-in method values of collections.defaultdict object at 0x7f408de37ba0>
6083647121358.427,495,X,860,0.271,383547,,383547,497,python_function,<built-in function iter>
6083647121364.908,494,X,861,155.062,383547,8,383547,498,python_function,nn.Module: Conv2d_8
6083647121365.795,498,X,862,153.644,383547,,383547,499,python_function,torch/nn/modules/module.py(1740): _call_impl
6083647121366.11,499,X,863,0.35,383547,,383547,500,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>
6083647121367.769,499,X,864,151.367,383547,,383547,501,python_function,torch/nn/modules/conv.py(553): forward
6083647121370.095,501,X,865,0.935,383547,,383547,502,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647121371.968,501,X,866,0.368,383547,,383547,503,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647121372.646,501,X,867,146.104,383547,,383547,504,python_function,torch/nn/modules/conv.py(536): _conv_forward
6083647121373.99,504,X,868,144.466,383547,,383547,505,python_function,<built-in method conv2d of type object at 0x7f41e7e5f1c0>
6083647121530.749,494,X,869,191.464,383547,8,383547,506,python_function,nn.Module: BatchNorm2d_8
6083647121532.278,506,X,870,189.375,383547,,383547,507,python_function,torch/nn/modules/module.py(1740): _call_impl
6083647121532.916,507,X,871,1.307,383547,,383547,508,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>
6083647121535.745,507,X,872,185.567,383547,,383547,509,python_function,torch/nn/modules/batchnorm.py(159): forward
6083647121536.275,509,X,873,1.245,383547,,383547,510,python_function,torch/nn/modules/batchnorm.py(450): _check_input_dim
6083647121536.725,510,X,874,0.437,383547,,383547,511,python_function,<built-in method dim of Tensor object at 0x7f41663e0fe0>
6083647121540.231,509,X,875,1.451,383547,,383547,512,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647121542.686,509,X,876,0.586,383547,,383547,513,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647121543.669,509,X,877,37.462,383547,,383547,514,python_function,<built-in method add_ of Tensor object at 0x7f408c6d2390>
6083647121583.779,509,X,878,0.966,383547,,383547,515,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647121585.882,509,X,879,0.566,383547,,383547,516,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647121587.465,509,X,880,0.345,383547,,383547,517,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647121588.709,509,X,881,0.387,383547,,383547,518,python_function,torch/nn/modules/module.py(1918): __getattr__
6083647121589.77,509,X,882,131.18,383547,,383547,519,python_function,torch/nn/functional.py(2781): batch_norm
6083647121590.147,519,X,883,0.398,383547,,383547,520,python_function,<built-in function _has_torch_function_variadic>
6083647121590.948,519,X,884,1.208,383547,,383547,521,python_function,<built-in method size of Tensor object at 0x7f41663e0fe0>
6083647121592.518,519,X,885,3.5,383547,,383547,522,python_function,torch/nn/functional.py(2762): _verify_batch_size
6083647121593.205,522,X,886,0.267,383547,,383547,523,python_function,<built-in function len>
6083647121598.765,519,X,887,0.791,383547,,383547,524,python_function,torch/backends/__init__.py(38): __get__
6083647121599.145,524,X,888,0.345,383547,,383547,525,python_function,<built-in function _get_cudnn_enabled>
6083647121599.931,519,X,889,120.82,383547,,383547,526,python_function,<built-in method batch_norm of type object at 0x7f41e7e5f1c0>
6083647121726.968,494,X,890,91.9,383547,8,383547,527,python_function,nn.Module: ReLU6_8
